time,x,y,z,step,clear,rain,snow,supported,bodyClear
9.2532,0.0000,0.8000,-1.8430,0.05438,1.0000,0.0000,0.0000,True,True
9.2725,0.0000,0.8000,-1.9462,0.10322,1.0000,0.0000,0.0000,True,True
9.2833,0.0000,0.8000,-2.0048,0.05859,1.0000,0.0000,0.0000,True,True
9.3000,0.0000,0.8000,-2.0939,0.08914,1.0000,0.0000,0.0000,True,True
9.3084,0.0000,0.8000,-2.1403,0.04639,1.0000,0.0000,0.0000,True,True
9.3318,0.0000,0.8000,-2.2660,0.12569,1.0000,0.0000,0.0000,True,True
9.3439,0.0000,0.8000,-2.3321,0.06611,1.0000,0.0000,0.0000,True,True
9.3618,0.0000,0.8000,-2.4283,0.09622,1.0000,0.0000,0.0000,True,True
9.3727,0.0000,0.8000,-2.4872,0.05891,1.0000,0.0000,0.0000,True,True
9.3943,0.0000,0.8000,-2.6024,0.11519,1.0000,0.0000,0.0000,True,True
9.4044,0.0000,0.8000,-2.6585,0.05608,1.0000,0.0000,0.0000,True,True
9.4240,0.0000,0.8000,-2.7645,0.10599,1.0000,0.0000,0.0000,True,True
9.4355,0.0000,0.8000,-2.8249,0.06043,1.0000,0.0000,0.0000,True,True
9.4627,0.0000,0.8000,-2.9724,0.14748,1.0000,0.0000,0.0000,True,True
9.4753,0.0000,0.8000,-3.0413,0.06884,1.0000,0.0000,0.0000,True,True
9.4921,0.0000,0.8000,-3.1319,0.09065,1.0000,0.0000,0.0000,True,True
9.5035,0.0000,0.8000,-3.1934,0.06150,1.0000,0.0000,0.0000,True,True
9.5238,0.0000,0.8000,-3.3030,0.10957,1.0000,0.0000,0.0000,True,True
9.5352,0.0000,0.8000,-3.3645,0.06151,1.0000,0.0000,0.0000,True,True
9.5526,0.0000,0.8000,-3.4588,0.09433,1.0000,0.0000,0.0000,True,True
9.5757,0.0000,0.8000,-3.5835,0.12472,1.0000,0.0000,0.0000,True,True
9.5961,0.0000,0.8000,-3.6938,0.11023,1.0000,0.0000,0.0000,True,True
9.6084,0.0000,0.8000,-3.7605,0.06673,1.0000,0.0000,0.0000,True,True
9.6268,0.0000,0.8000,-3.8593,0.09876,1.0000,0.0000,0.0000,True,True
9.6397,0.0000,0.8000,-3.9259,0.06669,1.0000,0.0000,0.0000,True,True
9.6651,0.0000,0.8000,-4.0662,0.14026,1.0000,0.0000,0.0000,True,True
9.6774,0.0000,0.8000,-4.1325,0.06631,1.0000,0.0000,0.0000,True,True
9.6929,0.0000,0.8000,-4.2147,0.08216,1.0000,0.0000,0.0000,True,True
9.7039,0.0000,0.8000,-4.2722,0.05755,1.0000,0.0000,0.0000,True,True
9.7202,0.0000,0.8000,-4.3545,0.08228,1.0000,0.0000,0.0000,True,True
9.7306,0.0000,0.8000,-4.4075,0.05294,1.0000,0.0000,0.0000,True,True
9.7509,0.0000,0.8000,-4.5063,0.09883,1.0000,0.0000,0.0000,True,True
9.7622,0.0000,0.8000,-4.5606,0.05436,1.0000,0.0000,0.0000,True,True
9.7778,0.0000,0.8000,-4.6334,0.07275,1.0000,0.0000,0.0000,True,True
9.8060,0.0000,0.8000,-4.7607,0.12727,1.0000,0.0000,0.0000,True,True
9.8202,0.0000,0.8000,-4.8238,0.06318,1.0000,0.0000,0.0000,True,True
9.8368,0.0000,0.8000,-4.8957,0.07188,1.0000,0.0000,0.0000,True,True
9.8469,0.0000,0.8000,-4.9382,0.04250,1.0000,0.0000,0.0000,True,True
9.8787,0.0000,0.8000,-5.0644,0.12621,1.0000,0.0000,0.0000,True,True
9.8951,0.0000,0.8000,-5.1290,0.06455,1.0000,0.0000,0.0000,True,True
9.9080,0.0000,0.8000,-5.1772,0.04819,1.0000,0.0000,0.0000,True,True
9.9373,0.0000,0.8000,-5.2808,0.10366,1.0000,0.0000,0.0000,True,True
9.9478,0.0000,0.8000,-5.3182,0.03737,1.0000,0.0000,0.0000,True,True
9.9681,0.0000,0.8000,-5.3857,0.06749,1.0000,0.0000,0.0000,True,True
9.9796,0.0000,0.8000,-5.4227,0.03704,1.0000,0.0000,0.0000,True,True
10.0068,0.0000,0.8000,-5.5056,0.08292,1.0000,0.0000,0.0000,True,True
10.0488,0.0000,0.8000,-5.6201,0.11443,1.0000,0.0000,0.0000,True,True
10.0594,0.0000,0.8000,-5.6490,0.02893,1.0000,0.0000,0.0000,True,True
10.0910,0.0000,0.8000,-5.7257,0.07665,1.0000,0.0000,0.0000,True,True
10.1293,0.0000,0.8000,-5.8076,0.08197,1.0000,0.0000,0.0000,True,True
10.1440,0.0000,0.8000,-5.8368,0.02917,1.0000,0.0000,0.0000,True,True
10.1711,0.0000,0.8000,-5.8868,0.05004,1.0000,0.0000,0.0000,True,True
10.1835,0.0000,0.8000,-5.9083,0.02150,1.0000,0.0000,0.0000,True,True
10.2088,0.0000,0.8000,-5.9474,0.03906,1.0000,0.0000,0.0000,True,True
10.2353,0.0000,0.8000,-5.9823,0.03486,1.0000,0.0000,0.0000,True,True
10.2476,0.0000,0.8000,-5.9823,0.00000,1.0000,0.0000,0.0000,True,True
10.2726,0.0000,0.8000,-5.9871,0.00483,1.0000,0.0000,0.0000,True,True
10.2861,0.0000,0.8000,-5.9907,0.00356,1.0000,0.0000,0.0000,True,True
10.3130,0.0000,0.8000,-6.0037,0.01303,1.0000,0.0000,0.0000,True,True
10.3337,0.0000,0.8000,-6.0177,0.01398,1.0000,0.0000,0.0000,True,True
10.3458,0.0000,0.8000,-6.0264,0.00878,1.0000,0.0000,0.0000,True,True
10.3669,0.0000,0.8000,-6.0456,0.01914,1.0000,0.0000,0.0000,True,True
10.3772,0.0000,0.8000,-6.0557,0.01011,1.0000,0.0000,0.0000,True,True
10.4238,0.0000,0.8000,-6.1172,0.06152,1.0000,0.0000,0.0000,True,True
10.4677,0.0000,0.8000,-6.1898,0.07262,1.0000,0.0000,0.0000,True,True
10.4804,0.0000,0.8000,-6.2122,0.02232,1.0000,0.0000,0.0000,True,True
10.5066,0.0000,0.8000,-6.2631,0.05089,1.0000,0.0000,0.0000,True,True
10.5344,0.0000,0.8000,-6.3228,0.05975,1.0000,0.0000,0.0000,True,True
10.5456,0.0000,0.8000,-6.3480,0.02523,1.0000,0.0000,0.0000,True,True
10.5677,0.0000,0.8000,-6.4010,0.05299,1.0000,0.0000,0.0000,True,True
10.5781,0.0000,0.8000,-6.4267,0.02562,1.0000,0.0000,0.0000,True,True
10.5967,0.0000,0.8000,-6.4755,0.04882,1.0000,0.0000,0.0000,True,True
10.6094,0.0000,0.8000,-6.5073,0.03186,1.0000,0.0000,0.0000,True,True
10.6271,0.0000,0.8000,-6.5581,0.05073,1.0000,0.0000,0.0000,True,True
10.6380,0.0000,0.8000,-6.5913,0.03323,1.0000,0.0000,0.0000,True,True
10.6623,0.0000,0.8000,-6.6680,0.07670,1.0000,0.0000,0.0000,True,True
10.6757,0.0000,0.8000,-6.7086,0.04058,1.0000,0.0000,0.0000,True,True
10.7020,0.0000,0.8000,-6.8007,0.09210,1.0000,0.0000,0.0000,True,True
10.7136,0.0000,0.8000,-6.8415,0.04080,1.0000,0.0000,0.0000,True,True
10.7359,0.0000,0.8000,-6.9230,0.08152,1.0000,0.0000,0.0000,True,True
10.7662,0.0000,0.8000,-7.0409,0.11790,1.0000,0.0000,0.0000,True,True
10.7805,0.0000,0.8000,-7.0921,0.05120,1.0000,0.0000,0.0000,True,True
10.8062,0.0000,0.8000,-7.2052,0.11312,1.0000,0.0000,0.0000,True,True
10.8197,0.0000,0.8000,-7.2609,0.05570,1.0000,0.0000,0.0000,True,True
10.8383,0.0000,0.8000,-7.3442,0.08327,1.0000,0.0000,0.0000,True,True
10.8618,0.0000,0.8000,-7.4551,0.11095,1.0000,0.0000,0.0000,True,True
10.8746,0.0000,0.8000,-7.5123,0.05714,1.0000,0.0000,0.0000,True,True
10.8962,0.0000,0.8000,-7.6172,0.10492,1.0000,0.0000,0.0000,True,True
10.9084,0.0000,0.8000,-7.6788,0.06161,1.0000,0.0000,0.0000,True,True
10.9351,0.0000,0.8000,-7.8150,0.13624,1.0000,0.0000,0.0000,True,True
10.9468,0.0000,0.8000,-7.8797,0.06466,1.0000,0.0000,0.0000,True,True
10.9651,0.0000,0.8000,-7.9757,0.09602,1.0000,0.0000,0.0000,True,True
10.9775,0.0000,0.8000,-8.0420,0.06628,1.0000,0.0000,0.0000,True,True
11.0068,0.0000,0.8000,-8.2004,0.15840,1.0000,0.0000,0.0000,True,True
11.0194,0.0000,0.8000,-8.2709,0.07050,1.0000,0.0000,0.0000,True,True
11.0370,0.0000,0.8000,-8.3660,0.09516,1.0000,0.0000,0.0000,True,True
11.0488,0.0000,0.8000,-8.4292,0.06314,1.0000,0.0000,0.0000,True,True
11.0743,0.0000,0.8000,-8.5677,0.13851,1.0000,0.0000,0.0000,True,True
11.0866,0.0000,0.8000,-8.6341,0.06638,1.0000,0.0000,0.0000,True,True
11.1040,0.0000,0.8000,-8.7278,0.09370,1.0000,0.0000,0.0000,True,True
11.1166,0.0000,0.8000,-8.7939,0.06618,1.0000,0.0000,0.0000,True,True
11.1487,0.0000,0.8000,-8.9679,0.17394,1.0000,0.0000,0.0000,True,True
11.1594,0.0000,0.8005,-9.0277,0.05983,1.0000,0.0000,0.0000,True,True
11.1848,0.0000,0.8032,-9.1639,0.13623,1.0000,0.0000,0.0000,True,True
11.2019,0.0000,0.8050,-9.2569,0.09301,1.0000,0.0000,0.0000,True,True
11.2151,0.0000,0.8064,-9.3264,0.06953,1.0000,0.0000,0.0000,True,True
11.2422,0.0000,0.8092,-9.4714,0.14499,1.0000,0.0000,0.0000,True,True
11.2555,0.0000,0.8124,-9.5457,0.07437,1.0000,0.0000,0.0000,True,True
11.2725,0.0000,0.8174,-9.6361,0.09051,1.0000,0.0000,0.0000,True,True
11.2849,0.0000,0.8210,-9.7003,0.06430,1.0000,0.0000,0.0000,True,True
11.3136,0.0000,0.8298,-9.8577,0.15771,1.0000,0.0000,0.0000,True,True
11.3254,0.0000,0.8334,-9.9228,0.06517,1.0000,0.0000,0.0000,True,True
11.3436,0.0000,0.8395,-10.0199,0.09726,1.0000,0.0000,0.0000,True,True
11.3558,0.0000,0.8452,-10.0860,0.06635,1.0000,0.0000,0.0000,True,True
11.3827,0.0000,0.8579,-10.2302,0.14479,1.0000,0.0000,0.0000,True,True
11.3949,0.0000,0.8636,-10.2955,0.06550,1.0000,0.0000,0.0000,True,True
11.4124,0.0000,0.8715,-10.3858,0.09071,1.0000,0.0000,0.0000,True,True
11.4244,0.0000,0.8768,-10.4463,0.06068,1.0000,0.0000,0.0000,True,True
11.4509,0.0000,0.8901,-10.5748,0.12915,1.0000,0.0000,0.0000,True,True
11.4631,0.0000,0.8968,-10.6340,0.05961,1.0000,0.0000,0.0000,True,True
11.4798,0.0000,0.9057,-10.7110,0.07758,1.0000,0.0000,0.0000,True,True
11.4923,0.0000,0.9121,-10.7673,0.05662,1.0000,0.0000,0.0000,True,True
11.5189,0.0000,0.9254,-10.8831,0.11660,1.0000,0.0000,0.0000,True,True
11.5311,0.0000,0.9314,-10.9351,0.05232,1.0000,0.0000,0.0000,True,True
11.5488,0.0000,0.9400,-11.0083,0.07373,1.0000,0.0000,0.0000,True,True
11.5623,0.0000,0.9471,-11.0603,0.05241,1.0000,0.0000,0.0000,True,True
11.5910,0.0000,0.9623,-11.1712,0.11197,1.0000,0.0000,0.0000,True,True
11.6034,0.0000,0.9687,-11.2173,0.04656,1.0000,0.0000,0.0000,True,True
11.6211,0.0000,0.9773,-11.2806,0.06383,1.0000,0.0000,0.0000,True,True
11.6331,0.0000,0.9831,-11.3224,0.04225,1.0000,0.0000,0.0000,True,True
11.6498,0.0000,0.9908,-11.3784,0.05655,1.0000,0.0000,0.0000,True,True
11.6708,0.0000,1.0000,-11.4454,0.06755,1.0000,0.0000,0.0000,True,True
11.6880,0.0000,1.0072,-11.4982,0.05337,1.0000,0.0000,0.0000,True,True
11.7003,0.0000,1.0129,-11.5352,0.03737,1.0000,0.0000,0.0000,True,True
11.7288,0.0000,1.0251,-11.6136,0.07934,1.0000,0.0000,0.0000,True,True
11.7393,0.0000,1.0295,-11.6420,0.02876,1.0000,0.0000,0.0000,True,True
11.7565,0.0000,1.0364,-11.6862,0.04471,1.0000,0.0000,0.0000,True,True
11.7741,0.0000,1.0430,-11.7288,0.04318,1.0000,0.0000,0.0000,True,True
11.7860,0.0000,1.0473,-11.7562,0.02768,1.0000,0.0000,0.0000,True,True
11.8118,0.0000,1.0558,-11.8111,0.05557,1.0000,0.0000,0.0000,True,True
11.8241,0.0000,1.0600,-11.8378,0.02700,1.0000,0.0000,0.0000,True,True
11.8411,0.0000,1.0650,-11.8704,0.03301,1.0000,0.0000,0.0000,True,True
11.8541,0.0000,1.0686,-11.8936,0.02347,1.0000,0.0000,0.0000,True,True
11.8825,0.0000,1.0759,-11.9402,0.04714,1.0000,0.0000,0.0000,True,True
11.8947,0.0000,1.0788,-11.9592,0.01926,1.0000,0.0000,0.0000,True,True
11.9139,0.0000,1.0830,-11.9860,0.02715,1.0000,0.0000,0.0000,True,True
11.9276,0.0000,1.0830,-11.9860,0.00000,1.0000,0.0000,0.0000,True,True
11.9539,0.0000,1.0838,-11.9913,0.00534,1.0000,0.0000,0.0000,True,True
11.9679,0.0000,1.0845,-11.9956,0.00429,1.0000,0.0000,0.0000,True,True
11.9863,0.0000,1.0858,-12.0036,0.00814,1.0000,0.0000,0.0000,True,True
11.9991,0.0000,1.0869,-12.0101,0.00663,1.0000,0.0000,0.0000,True,True
12.0260,0.0000,1.0903,-12.0300,0.02017,1.0000,0.0000,0.0000,True,True
12.0387,0.0000,1.0920,-12.0405,0.01063,1.0000,0.0000,0.0000,True,True
12.0564,0.0000,1.0949,-12.0575,0.01724,1.0000,0.0000,0.0000,True,True
12.0697,0.0000,1.0972,-12.0711,0.01380,1.0000,0.0000,0.0000,True,True
12.1018,0.0000,1.1042,-12.1125,0.04195,1.0000,0.0000,0.0000,True,True
12.1201,0.0000,1.1086,-12.1385,0.02641,1.0000,0.0000,0.0000,True,True
12.1338,0.0000,1.1121,-12.1592,0.02100,1.0000,0.0000,0.0000,True,True
12.1520,0.0000,1.1173,-12.1900,0.03127,1.0000,0.0000,0.0000,True,True
12.1639,0.0000,1.1208,-12.2108,0.02104,1.0000,0.0000,0.0000,True,True
12.1913,0.0000,1.1297,-12.2637,0.05366,1.0000,0.0000,0.0000,True,True
12.2038,0.0000,1.1342,-12.2902,0.02689,1.0000,0.0000,0.0000,True,True
12.2208,0.0000,1.1405,-12.3272,0.03751,1.0000,0.0000,0.0000,True,True
12.2343,0.0000,1.1454,-12.3565,0.02974,1.0000,0.0000,0.0000,True,True
12.2642,0.0000,1.1580,-12.4310,0.07553,1.0000,0.0000,0.0000,True,True
12.2763,0.0000,1.1635,-12.4634,0.03286,1.0000,0.0000,0.0000,True,True
12.2991,0.0000,1.1743,-12.5261,0.06363,1.0000,0.0000,0.0000,True,True
12.3164,0.0000,1.1831,-12.5754,0.05007,1.0000,0.0000,0.0000,True,True
12.3288,0.0000,1.1898,-12.6127,0.03792,1.0000,0.0000,0.0000,True,True
12.3561,0.0000,1.2049,-12.6976,0.08620,1.0000,0.0000,0.0000,True,True
12.3684,0.0000,1.2123,-12.7394,0.04250,1.0000,0.0000,0.0000,True,True
12.3848,0.0000,1.2221,-12.7945,0.05594,1.0000,0.0000,0.0000,True,True
12.3966,0.0000,1.2294,-12.8355,0.04161,1.0000,0.0000,0.0000,True,True
12.4214,0.0000,1.2456,-12.9264,0.09235,1.0000,0.0000,0.0000,True,True
12.4353,0.0000,1.2548,-12.9782,0.05259,1.0000,0.0000,0.0000,True,True
12.4548,0.0000,1.2686,-13.0544,0.07745,1.0000,0.0000,0.0000,True,True
12.4688,0.0000,1.2782,-13.1066,0.05314,1.0000,0.0000,0.0000,True,True
12.4861,0.0000,1.2918,-13.1815,0.07607,1.0000,0.0000,0.0000,True,True
12.5048,0.0000,1.3064,-13.2614,0.08121,1.0000,0.0000,0.0000,True,True
12.5182,0.0000,1.3168,-13.3181,0.05765,1.0000,0.0000,0.0000,True,True
12.5489,0.0000,1.3425,-13.4587,0.14291,1.0000,0.0000,0.0000,True,True
12.5615,0.0000,1.3534,-13.5187,0.06101,1.0000,0.0000,0.0000,True,True
12.5793,0.0000,1.3693,-13.6055,0.08823,1.0000,0.0000,0.0000,True,True
12.5918,0.0000,1.3799,-13.6640,0.05949,1.0000,0.0000,0.0000,True,True
12.6175,0.0000,1.4041,-13.7963,0.13445,1.0000,0.0000,0.0000,True,True
12.6298,0.0000,1.4160,-13.8616,0.06644,1.0000,0.0000,0.0000,True,True
12.6463,0.0000,1.4320,-13.9490,0.08885,1.0000,0.0000,0.0000,True,True
12.6627,0.0000,1.4477,-14.0361,0.08843,1.0000,0.0000,0.0000,True,True
12.6745,0.0000,1.4589,-14.0987,0.06367,1.0000,0.0000,0.0000,True,True
12.6989,0.0000,1.4819,-14.2283,0.13163,1.0000,0.0000,0.0000,True,True
12.7115,0.0000,1.4938,-14.2951,0.06782,1.0000,0.0000,0.0000,True,True
12.7300,0.0000,1.5114,-14.3937,0.10018,1.0000,0.0000,0.0000,True,True
12.7413,0.0000,1.5219,-14.4527,0.05990,1.0000,0.0000,0.0000,True,True
12.7749,0.0000,1.5528,-14.6328,0.18279,1.0000,0.0000,0.0000,True,True
12.7953,0.0000,1.5711,-14.7412,0.10992,1.0000,0.0000,0.0000,True,True
12.8027,0.0000,1.5777,-14.7805,0.03982,1.0000,0.0000,0.0000,True,True
12.8240,0.0000,1.5970,-14.8944,0.11552,1.0000,0.0000,0.0000,True,True
12.8350,0.0000,1.6066,-14.9515,0.05788,1.0000,0.0000,0.0000,True,True
12.8625,0.0000,1.6299,-15.0970,0.14737,1.0000,0.0000,0.0000,True,True
12.8751,0.0000,1.6407,-15.1665,0.07032,1.0000,0.0000,0.0000,True,True
12.8922,0.0000,1.6549,-15.2578,0.09247,1.0000,0.0000,0.0000,True,True
12.9048,0.0000,1.6651,-15.3233,0.06626,1.0000,0.0000,0.0000,True,True
12.9314,0.0000,1.6871,-15.4651,0.14347,1.0000,0.0000,0.0000,True,True
12.9436,0.0000,1.6970,-15.5325,0.06818,1.0000,0.0000,0.0000,True,True
12.9601,0.0000,1.7091,-15.6206,0.08883,1.0000,0.0000,0.0000,True,True
12.9728,0.0000,1.7180,-15.6858,0.06588,1.0000,0.0000,0.0000,True,True
12.9989,0.0000,1.7373,-15.8262,0.14173,1.0000,0.0000,0.0000,True,True
13.0107,0.0000,1.7462,-15.8910,0.06541,1.0000,0.0000,0.0000,True,True
13.0276,0.0000,1.7587,-15.9817,0.09151,1.0000,0.0000,0.0000,True,True
13.0396,0.0000,1.7664,-16.0457,0.06445,1.0000,0.0000,0.0000,True,True
13.0645,0.0000,1.7817,-16.1794,0.13456,1.0000,0.0000,0.0000,True,True
13.0767,0.0000,1.7891,-16.2439,0.06492,1.0000,0.0000,0.0000,True,True
13.0934,0.0000,1.7990,-16.3299,0.08659,1.0000,0.0000,0.0000,True,True
13.1049,0.0000,1.8057,-16.3881,0.05864,1.0000,0.0000,0.0000,True,True
13.1255,0.0000,1.8173,-16.4890,0.10158,1.0000,0.0000,0.0000,True,True
13.1374,0.0000,1.8226,-16.5465,0.05770,1.0000,0.0000,0.0000,True,True
13.1588,0.0000,1.8314,-16.6467,0.10058,1.0000,0.0000,0.0000,True,True
13.1704,0.0000,1.8360,-16.6998,0.05335,1.0000,0.0000,0.0000,True,True
13.1870,0.0000,1.8425,-16.7741,0.07456,1.0000,0.0000,0.0000,True,True
13.1991,0.0000,1.8469,-16.8248,0.05085,1.0000,0.0000,0.0000,True,True
13.2243,0.0000,1.8562,-16.9306,0.10628,1.0000,0.0000,0.0000,True,True
13.2375,0.0000,1.8611,-16.9869,0.05652,1.0000,0.0000,0.0000,True,True
13.2543,0.0000,1.8653,-17.0538,0.06701,1.0000,0.0000,0.0000,True,True
13.2673,0.0000,1.8680,-17.1027,0.04899,1.0000,0.0000,0.0000,True,True
13.2847,0.0000,1.8717,-17.1695,0.06682,1.0000,0.0000,0.0000,True,True
13.3018,0.0000,1.8752,-17.2313,0.06193,1.0000,0.0000,0.0000,True,True
13.3146,0.0000,1.8776,-17.2753,0.04404,1.0000,0.0000,0.0000,True,True
13.3419,0.0000,1.8827,-17.3656,0.09050,1.0000,0.0000,0.0000,True,True
13.3534,0.0000,1.8849,-17.4044,0.03881,1.0000,0.0000,0.0000,True,True
13.3714,0.0000,1.8879,-17.4598,0.05548,1.0000,0.0000,0.0000,True,True
13.3840,0.0000,1.8900,-17.4965,0.03682,1.0000,0.0000,0.0000,True,True
13.4099,0.0000,1.8916,-17.5701,0.07358,1.0000,0.0000,0.0000,True,True
13.4221,0.0000,1.8922,-17.6044,0.03431,1.0000,0.0000,0.0000,True,True
13.4382,0.0000,1.8931,-17.6462,0.04177,1.0000,0.0000,0.0000,True,True
13.4494,0.0000,1.8936,-17.6744,0.02828,1.0000,0.0000,0.0000,True,True
13.4709,0.0000,1.8946,-17.7251,0.05070,1.0000,0.0000,0.0000,True,True
13.4826,0.0000,1.8951,-17.7519,0.02676,1.0000,0.0000,0.0000,True,True
13.4989,0.0000,1.8958,-17.7868,0.03496,1.0000,0.0000,0.0000,True,True
13.5115,0.0000,1.8963,-17.8114,0.02458,1.0000,0.0000,0.0000,True,True
13.5427,0.0000,1.8974,-17.8694,0.05802,1.0000,0.0000,0.0000,True,True
13.5593,0.0000,1.8980,-17.8976,0.02821,1.0000,0.0000,0.0000,True,True
13.5704,0.0000,1.8983,-17.9156,0.01795,1.0000,0.0000,0.0000,True,True
13.5875,0.0000,1.8988,-17.9410,0.02541,1.0000,0.0000,0.0000,True,True
13.5991,0.0000,1.8992,-17.9570,0.01602,1.0000,0.0000,0.0000,True,True
13.6236,0.0000,1.8997,-17.9869,0.02995,1.0000,0.0000,0.0000,True,True
13.6358,0.0000,1.8997,-17.9869,0.00000,1.0000,0.0000,0.0000,True,True
13.6518,0.0000,1.8998,-17.9888,0.00191,1.0000,0.0000,0.0000,True,True
13.6676,0.0000,1.8999,-17.9926,0.00377,1.0000,0.0000,0.0000,True,True
13.6791,0.0000,1.8999,-17.9963,0.00372,1.0000,0.0000,0.0000,True,True
13.6959,0.0000,1.9000,-18.0039,0.00758,1.0000,0.0000,0.0000,True,True
13.7085,0.0000,1.9000,-18.0103,0.00639,1.0000,0.0000,0.0000,True,True
13.7336,0.0000,1.9000,-18.0289,0.01863,1.0000,0.0000,0.0000,True,True
13.7451,0.0000,1.9000,-18.0387,0.00973,1.0000,0.0000,0.0000,True,True
13.7619,0.0000,1.9000,-18.0545,0.01588,1.0000,0.0000,0.0000,True,True
13.7735,0.0000,1.9000,-18.0665,0.01201,1.0000,0.0000,0.0000,True,True
13.7984,0.0000,1.9000,-18.0969,0.03034,1.0000,0.0000,0.0000,True,True
13.8112,0.0000,1.9000,-18.1137,0.01685,1.0000,0.0000,0.0000,True,True
13.8291,0.0000,1.9000,-18.1396,0.02589,1.0000,0.0000,0.0000,True,True
13.8403,0.0000,1.9000,-18.1568,0.01713,1.0000,0.0000,0.0000,True,True
13.8610,0.0000,1.9000,-18.1917,0.03490,1.0000,0.0000,0.0000,True,True
13.8775,0.0000,1.9000,-18.2214,0.02977,1.0000,0.0000,0.0000,True,True
13.8894,0.0000,1.9000,-18.2443,0.02291,1.0000,0.0000,0.0000,True,True
13.9112,0.0000,1.9000,-18.2892,0.04487,1.0000,0.0000,0.0000,True,True
13.9228,0.0000,1.9000,-18.3143,0.02514,1.0000,0.0000,0.0000,True,True
