time,x,y,z,step,clear,rain,snow,supported,bodyClear
9.5053,0.0000,0.8000,-3.2539,0.10357,1.0000,0.0000,0.0000,True,True
9.5241,0.0000,0.8000,-3.3560,0.10213,1.0000,0.0000,0.0000,True,True
9.5435,0.0000,0.8000,-3.4610,0.10492,1.0000,0.0000,0.0000,True,True
9.5631,0.0000,0.8000,-3.5670,0.10599,1.0000,0.0000,0.0000,True,True
9.5823,0.0000,0.8000,-3.6707,0.10378,1.0000,0.0000,0.0000,True,True
9.6012,0.0000,0.8000,-3.7725,0.10175,1.0000,0.0000,0.0000,True,True
9.6210,0.0000,0.8000,-3.8785,0.10601,1.0000,0.0000,0.0000,True,True
9.6406,0.0000,0.8000,-3.9854,0.10694,1.0000,0.0000,0.0000,True,True
9.6591,0.0000,0.8000,-4.0853,0.09989,1.0000,0.0000,0.0000,True,True
9.6784,0.0000,0.8000,-4.1884,0.10309,1.0000,0.0000,0.0000,True,True
9.6991,0.0000,0.8000,-4.2961,0.10771,1.0000,0.0000,0.0000,True,True
9.7173,0.0000,0.8000,-4.3878,0.09167,1.0000,0.0000,0.0000,True,True
9.7365,0.0000,0.8000,-4.4834,0.09565,1.0000,0.0000,0.0000,True,True
9.7574,0.0000,0.8000,-4.5831,0.09970,1.0000,0.0000,0.0000,True,True
9.7752,0.0000,0.8000,-4.6662,0.08304,1.0000,0.0000,0.0000,True,True
9.7949,0.0000,0.8000,-4.7548,0.08865,1.0000,0.0000,0.0000,True,True
9.8158,0.0000,0.8000,-4.8452,0.09037,1.0000,0.0000,0.0000,True,True
9.8337,0.0000,0.8000,-4.9211,0.07590,1.0000,0.0000,0.0000,True,True
9.8534,0.0000,0.8000,-5.0011,0.08006,1.0000,0.0000,0.0000,True,True
9.8740,0.0000,0.8000,-5.0816,0.08044,1.0000,0.0000,0.0000,True,True
9.8935,0.0000,0.8000,-5.1543,0.07268,1.0000,0.0000,0.0000,True,True
9.9156,0.0000,0.8000,-5.2341,0.07987,1.0000,0.0000,0.0000,True,True
9.9339,0.0000,0.8000,-5.2971,0.06292,1.0000,0.0000,0.0000,True,True
9.9541,0.0000,0.8000,-5.3639,0.06682,1.0000,0.0000,0.0000,True,True
9.9750,0.0000,0.8000,-5.4287,0.06482,1.0000,0.0000,0.0000,True,True
9.9951,0.0000,0.8000,-5.4899,0.06124,1.0000,0.0000,0.0000,True,True
10.0156,0.0000,0.8000,-5.5481,0.05817,1.0000,0.0000,0.0000,True,True
10.0360,0.0000,0.8000,-5.6018,0.05373,1.0000,0.0000,0.0000,True,True
10.0574,0.0000,0.8000,-5.6567,0.05486,1.0000,0.0000,0.0000,True,True
10.0768,0.0000,0.8000,-5.7032,0.04647,1.0000,0.0000,0.0000,True,True
10.0990,0.0000,0.8000,-5.7523,0.04916,1.0000,0.0000,0.0000,True,True
10.1177,0.0000,0.8000,-5.7913,0.03902,1.0000,0.0000,0.0000,True,True
10.1380,0.0000,0.8000,-5.8304,0.03901,1.0000,0.0000,0.0000,True,True
10.1587,0.0000,0.8000,-5.8667,0.03636,1.0000,0.0000,0.0000,True,True
10.1824,0.0000,0.8000,-5.9044,0.03767,1.0000,0.0000,0.0000,True,True
10.2014,0.0000,0.8000,-5.9321,0.02772,1.0000,0.0000,0.0000,True,True
10.2220,0.0000,0.8000,-5.9584,0.02635,1.0000,0.0000,0.0000,True,True
10.2426,0.0000,0.8000,-5.9832,0.02473,1.0000,0.0000,0.0000,True,True
10.2627,0.0000,0.8000,-5.9832,0.00000,1.0000,0.0000,0.0000,True,True
10.2833,0.0000,0.8000,-5.9864,0.00318,1.0000,0.0000,0.0000,True,True
10.3043,0.0000,0.8000,-5.9927,0.00638,1.0000,0.0000,0.0000,True,True
10.3252,0.0000,0.8000,-6.0027,0.00998,1.0000,0.0000,0.0000,True,True
10.3462,0.0000,0.8000,-6.0159,0.01316,1.0000,0.0000,0.0000,True,True
10.3667,0.0000,0.8000,-6.0318,0.01592,1.0000,0.0000,0.0000,True,True
10.3875,0.0000,0.8000,-6.0514,0.01955,1.0000,0.0000,0.0000,True,True
10.4076,0.0000,0.8000,-6.0733,0.02197,1.0000,0.0000,0.0000,True,True
10.4289,0.0000,0.8000,-6.0992,0.02591,1.0000,0.0000,0.0000,True,True
10.4496,0.0000,0.8000,-6.1288,0.02956,1.0000,0.0000,0.0000,True,True
10.4710,0.0000,0.8000,-6.1617,0.03292,1.0000,0.0000,0.0000,True,True
10.4922,0.0000,0.8000,-6.1988,0.03707,1.0000,0.0000,0.0000,True,True
10.5131,0.0000,0.8000,-6.2380,0.03918,1.0000,0.0000,0.0000,True,True
10.5337,0.0000,0.8000,-6.2797,0.04178,1.0000,0.0000,0.0000,True,True
10.5543,0.0000,0.8000,-6.3247,0.04491,1.0000,0.0000,0.0000,True,True
10.5749,0.0000,0.8000,-6.3729,0.04827,1.0000,0.0000,0.0000,True,True
10.5959,0.0000,0.8000,-6.4249,0.05197,1.0000,0.0000,0.0000,True,True
10.6166,0.0000,0.8000,-6.4805,0.05559,1.0000,0.0000,0.0000,True,True
10.6374,0.0000,0.8000,-6.5391,0.05861,1.0000,0.0000,0.0000,True,True
10.6580,0.0000,0.8000,-6.5996,0.06055,1.0000,0.0000,0.0000,True,True
10.6786,0.0000,0.8000,-6.6644,0.06475,1.0000,0.0000,0.0000,True,True
10.6999,0.0000,0.8000,-6.7340,0.06961,1.0000,0.0000,0.0000,True,True
10.7204,0.0000,0.8000,-6.8044,0.07038,1.0000,0.0000,0.0000,True,True
10.7413,0.0000,0.8000,-6.8798,0.07543,1.0000,0.0000,0.0000,True,True
10.7619,0.0000,0.8000,-6.9562,0.07636,1.0000,0.0000,0.0000,True,True
10.7830,0.0000,0.8000,-7.0389,0.08278,1.0000,0.0000,0.0000,True,True
10.8046,0.0000,0.8000,-7.1254,0.08642,1.0000,0.0000,0.0000,True,True
10.8261,0.0000,0.8000,-7.2160,0.09068,1.0000,0.0000,0.0000,True,True
10.8464,0.0000,0.8000,-7.3063,0.09022,1.0000,0.0000,0.0000,True,True
10.8671,0.0000,0.8000,-7.3999,0.09365,1.0000,0.0000,0.0000,True,True
10.8875,0.0000,0.8000,-7.4958,0.09587,1.0000,0.0000,0.0000,True,True
10.9084,0.0000,0.8000,-7.5966,0.10083,1.0000,0.0000,0.0000,True,True
10.9293,0.0000,0.8000,-7.7014,0.10477,1.0000,0.0000,0.0000,True,True
10.9507,0.0000,0.8000,-7.8114,0.11005,1.0000,0.0000,0.0000,True,True
10.9696,0.0000,0.8000,-7.9122,0.10078,1.0000,0.0000,0.0000,True,True
10.9874,0.0000,0.8000,-8.0083,0.09613,1.0000,0.0000,0.0000,True,True
11.0074,0.0000,0.8000,-8.1159,0.10754,1.0000,0.0000,0.0000,True,True
11.0246,0.0000,0.8000,-8.2087,0.09282,1.0000,0.0000,0.0000,True,True
11.0435,0.0000,0.8000,-8.3118,0.10312,1.0000,0.0000,0.0000,True,True
11.0631,0.0000,0.8000,-8.4172,0.10542,1.0000,0.0000,0.0000,True,True
11.0824,0.0000,0.8000,-8.5215,0.10430,1.0000,0.0000,0.0000,True,True
11.1018,0.0000,0.8000,-8.6263,0.10471,1.0000,0.0000,0.0000,True,True
11.1214,0.0000,0.8000,-8.7290,0.10275,1.0000,0.0000,0.0000,True,True
11.1406,0.0000,0.8000,-8.8359,0.10686,1.0000,0.0000,0.0000,True,True
11.1589,0.0000,0.8000,-8.9346,0.09869,1.0000,0.0000,0.0000,True,True
11.1779,0.0000,0.8007,-9.0371,0.10259,1.0000,0.0000,0.0000,True,True
11.1990,0.0000,0.8030,-9.1509,0.11376,1.0000,0.0000,0.0000,True,True
11.2163,0.0000,0.8048,-9.2433,0.09240,1.0000,0.0000,0.0000,True,True
11.2354,0.0000,0.8068,-9.3472,0.10395,1.0000,0.0000,0.0000,True,True
11.2546,0.0000,0.8088,-9.4511,0.10398,1.0000,0.0000,0.0000,True,True
11.2741,0.0000,0.8129,-9.5560,0.10489,1.0000,0.0000,0.0000,True,True
11.2935,0.0000,0.8188,-9.6610,0.10519,1.0000,0.0000,0.0000,True,True
11.3130,0.0000,0.8246,-9.7651,0.10423,1.0000,0.0000,0.0000,True,True
11.3324,0.0000,0.8305,-9.8711,0.10625,1.0000,0.0000,0.0000,True,True
11.3513,0.0000,0.8362,-9.9731,0.10211,1.0000,0.0000,0.0000,True,True
11.3739,0.0000,0.8460,-10.0944,0.12174,1.0000,0.0000,0.0000,True,True
11.3924,0.0000,0.8547,-10.1939,0.09982,1.0000,0.0000,0.0000,True,True
11.4124,0.0000,0.8638,-10.2977,0.10420,1.0000,0.0000,0.0000,True,True
11.4325,0.0000,0.8727,-10.4001,0.10275,1.0000,0.0000,0.0000,True,True
11.4522,0.0000,0.8812,-10.4972,0.09755,1.0000,0.0000,0.0000,True,True
11.4739,0.0000,0.8930,-10.6005,0.10395,1.0000,0.0000,0.0000,True,True
11.4922,0.0000,0.9027,-10.6851,0.08512,1.0000,0.0000,0.0000,True,True
11.5125,0.0000,0.9131,-10.7757,0.09121,1.0000,0.0000,0.0000,True,True
11.5326,0.0000,0.9231,-10.8628,0.08765,1.0000,0.0000,0.0000,True,True
11.5525,0.0000,0.9326,-10.9455,0.08325,1.0000,0.0000,0.0000,True,True
11.5740,0.0000,0.9432,-11.0316,0.08682,1.0000,0.0000,0.0000,True,True
11.5924,0.0000,0.9530,-11.1031,0.07216,1.0000,0.0000,0.0000,True,True
11.6126,0.0000,0.9633,-11.1785,0.07607,1.0000,0.0000,0.0000,True,True
11.6327,0.0000,0.9731,-11.2499,0.07210,1.0000,0.0000,0.0000,True,True
11.6522,0.0000,0.9823,-11.3168,0.06755,1.0000,0.0000,0.0000,True,True
11.6740,0.0000,0.9921,-11.3877,0.07156,1.0000,0.0000,0.0000,True,True
11.6919,0.0000,0.9997,-11.4434,0.05622,1.0000,0.0000,0.0000,True,True
11.7117,0.0000,1.0079,-11.5029,0.06001,1.0000,0.0000,0.0000,True,True
11.7323,0.0000,1.0169,-11.5607,0.05847,1.0000,0.0000,0.0000,True,True
11.7514,0.0000,1.0249,-11.6118,0.05178,1.0000,0.0000,0.0000,True,True
11.7709,0.0000,1.0325,-11.6613,0.05003,1.0000,0.0000,0.0000,True,True
11.7906,0.0000,1.0398,-11.7083,0.04760,1.0000,0.0000,0.0000,True,True
11.8099,0.0000,1.0466,-11.7515,0.04376,1.0000,0.0000,0.0000,True,True
11.8299,0.0000,1.0530,-11.7930,0.04192,1.0000,0.0000,0.0000,True,True
11.8497,0.0000,1.0590,-11.8318,0.03933,1.0000,0.0000,0.0000,True,True
11.8688,0.0000,1.0644,-11.8666,0.03516,1.0000,0.0000,0.0000,True,True
11.8880,0.0000,1.0694,-11.8986,0.03246,1.0000,0.0000,0.0000,True,True
11.9075,0.0000,1.0741,-11.9284,0.03008,1.0000,0.0000,0.0000,True,True
11.9267,0.0000,1.0781,-11.9547,0.02665,1.0000,0.0000,0.0000,True,True
11.9459,0.0000,1.0818,-11.9785,0.02404,1.0000,0.0000,0.0000,True,True
11.9657,0.0000,1.0818,-11.9785,0.00000,1.0000,0.0000,0.0000,True,True
11.9846,0.0000,1.0823,-11.9811,0.00272,1.0000,0.0000,0.0000,True,True
12.0037,0.0000,1.0831,-11.9865,0.00543,1.0000,0.0000,0.0000,True,True
12.0240,0.0000,1.0845,-11.9953,0.00891,1.0000,0.0000,0.0000,True,True
12.0428,0.0000,1.0862,-12.0060,0.01083,1.0000,0.0000,0.0000,True,True
12.0628,0.0000,1.0886,-12.0199,0.01415,1.0000,0.0000,0.0000,True,True
12.0828,0.0000,1.0915,-12.0375,0.01784,1.0000,0.0000,0.0000,True,True
12.1022,0.0000,1.0949,-12.0572,0.01998,1.0000,0.0000,0.0000,True,True
12.1214,0.0000,1.0986,-12.0793,0.02239,1.0000,0.0000,0.0000,True,True
12.1408,0.0000,1.1028,-12.1043,0.02539,1.0000,0.0000,0.0000,True,True
12.1602,0.0000,1.1076,-12.1325,0.02860,1.0000,0.0000,0.0000,True,True
12.1803,0.0000,1.1129,-12.1640,0.03193,1.0000,0.0000,0.0000,True,True
12.1994,0.0000,1.1186,-12.1975,0.03394,1.0000,0.0000,0.0000,True,True
12.2191,0.0000,1.1247,-12.2339,0.03689,1.0000,0.0000,0.0000,True,True
12.2386,0.0000,1.1313,-12.2728,0.03950,1.0000,0.0000,0.0000,True,True
12.2579,0.0000,1.1385,-12.3154,0.04318,1.0000,0.0000,0.0000,True,True
12.2776,0.0000,1.1461,-12.3604,0.04566,1.0000,0.0000,0.0000,True,True
12.2971,0.0000,1.1542,-12.4081,0.04841,1.0000,0.0000,0.0000,True,True
12.3165,0.0000,1.1627,-12.4586,0.05116,1.0000,0.0000,0.0000,True,True
12.3371,0.0000,1.1724,-12.5151,0.05729,1.0000,0.0000,0.0000,True,True
12.3577,0.0000,1.1829,-12.5744,0.06029,1.0000,0.0000,0.0000,True,True
12.3774,0.0000,1.1936,-12.6344,0.06095,1.0000,0.0000,0.0000,True,True
12.3990,0.0000,1.2061,-12.7043,0.07102,1.0000,0.0000,0.0000,True,True
12.4171,0.0000,1.2169,-12.7649,0.06154,1.0000,0.0000,0.0000,True,True
12.4374,0.0000,1.2293,-12.8350,0.07120,1.0000,0.0000,0.0000,True,True
12.4576,0.0000,1.2425,-12.9088,0.07497,1.0000,0.0000,0.0000,True,True
12.4775,0.0000,1.2559,-12.9839,0.07631,1.0000,0.0000,0.0000,True,True
12.4992,0.0000,1.2712,-13.0684,0.08588,1.0000,0.0000,0.0000,True,True
12.5166,0.0000,1.2843,-13.1402,0.07298,1.0000,0.0000,0.0000,True,True
12.5358,0.0000,1.2991,-13.2210,0.08211,1.0000,0.0000,0.0000,True,True
12.5555,0.0000,1.3145,-13.3058,0.08615,1.0000,0.0000,0.0000,True,True
12.5747,0.0000,1.3304,-13.3927,0.08833,1.0000,0.0000,0.0000,True,True
12.5944,0.0000,1.3471,-13.4842,0.09301,1.0000,0.0000,0.0000,True,True
12.6157,0.0000,1.3658,-13.5863,0.10385,1.0000,0.0000,0.0000,True,True
12.6340,0.0000,1.3823,-13.6768,0.09196,1.0000,0.0000,0.0000,True,True
12.6552,0.0000,1.4008,-13.7780,0.10287,1.0000,0.0000,0.0000,True,True
12.6747,0.0000,1.4206,-13.8869,0.11073,1.0000,0.0000,0.0000,True,True
12.6945,0.0000,1.4396,-13.9905,0.10532,1.0000,0.0000,0.0000,True,True
12.7158,0.0000,1.4600,-14.1051,0.11637,1.0000,0.0000,0.0000,True,True
12.7344,0.0000,1.4776,-14.2039,0.10041,1.0000,0.0000,0.0000,True,True
12.7553,0.0000,1.4971,-14.3133,0.11112,1.0000,0.0000,0.0000,True,True
12.7763,0.0000,1.5171,-14.4260,0.11447,1.0000,0.0000,0.0000,True,True
12.7994,0.0000,1.5384,-14.5477,0.12348,1.0000,0.0000,0.0000,True,True
12.8184,0.0000,1.5558,-14.6509,0.10469,1.0000,0.0000,0.0000,True,True
12.8407,0.0000,1.5759,-14.7695,0.12032,1.0000,0.0000,0.0000,True,True
12.8601,0.0000,1.5933,-14.8728,0.10480,1.0000,0.0000,0.0000,True,True
12.8824,0.0000,1.6133,-14.9913,0.12011,1.0000,0.0000,0.0000,True,True
12.9010,0.0000,1.6289,-15.0908,0.10071,1.0000,0.0000,0.0000,True,True
12.9222,0.0000,1.6463,-15.2026,0.11312,1.0000,0.0000,0.0000,True,True
12.9442,0.0000,1.6647,-15.3211,0.12001,1.0000,0.0000,0.0000,True,True
12.9657,0.0000,1.6826,-15.4359,0.11613,1.0000,0.0000,0.0000,True,True
12.9863,0.0000,1.6989,-15.5461,0.11141,1.0000,0.0000,0.0000,True,True
13.0084,0.0000,1.7151,-15.6644,0.11938,1.0000,0.0000,0.0000,True,True
13.0305,0.0000,1.7309,-15.7792,0.11588,1.0000,0.0000,0.0000,True,True
13.0509,0.0000,1.7463,-15.8915,0.11337,1.0000,0.0000,0.0000,True,True
13.0720,0.0000,1.7616,-16.0040,0.11357,1.0000,0.0000,0.0000,True,True
13.0927,0.0000,1.7744,-16.1150,0.11171,1.0000,0.0000,0.0000,True,True
13.1156,0.0000,1.7883,-16.2369,0.12270,1.0000,0.0000,0.0000,True,True
13.1344,0.0000,1.7995,-16.3343,0.09800,1.0000,0.0000,0.0000,True,True
13.1553,0.0000,1.8114,-16.4383,0.10474,1.0000,0.0000,0.0000,True,True
13.1765,0.0000,1.8221,-16.5411,0.10337,1.0000,0.0000,0.0000,True,True
13.1990,0.0000,1.8314,-16.6468,0.10606,1.0000,0.0000,0.0000,True,True
13.2185,0.0000,1.8391,-16.7355,0.08906,1.0000,0.0000,0.0000,True,True
13.2405,0.0000,1.8476,-16.8322,0.09706,1.0000,0.0000,0.0000,True,True
13.2610,0.0000,1.8551,-16.9185,0.08661,1.0000,0.0000,0.0000,True,True
13.2823,0.0000,1.8626,-17.0055,0.08734,1.0000,0.0000,0.0000,True,True
13.3037,0.0000,1.8672,-17.0885,0.08311,1.0000,0.0000,0.0000,True,True
13.3266,0.0000,1.8719,-17.1728,0.08445,1.0000,0.0000,0.0000,True,True
13.3489,0.0000,1.8765,-17.2547,0.08206,1.0000,0.0000,0.0000,True,True
13.3693,0.0000,1.8804,-17.3248,0.07019,1.0000,0.0000,0.0000,True,True
13.3912,0.0000,1.8844,-17.3959,0.07124,1.0000,0.0000,0.0000,True,True
13.4131,0.0000,1.8881,-17.4625,0.06665,1.0000,0.0000,0.0000,True,True
13.4346,0.0000,1.8907,-17.5271,0.06465,1.0000,0.0000,0.0000,True,True
13.4575,0.0000,1.8920,-17.5898,0.06271,1.0000,0.0000,0.0000,True,True
13.4782,0.0000,1.8930,-17.6444,0.05460,1.0000,0.0000,0.0000,True,True
13.5008,0.0000,1.8941,-17.6989,0.05455,1.0000,0.0000,0.0000,True,True
13.5211,0.0000,1.8950,-17.7459,0.04699,1.0000,0.0000,0.0000,True,True
13.5427,0.0000,1.8959,-17.7923,0.04643,1.0000,0.0000,0.0000,True,True
13.5658,0.0000,1.8968,-17.8372,0.04488,1.0000,0.0000,0.0000,True,True
13.5853,0.0000,1.8975,-17.8728,0.03556,1.0000,0.0000,0.0000,True,True
13.6073,0.0000,1.8982,-17.9089,0.03619,1.0000,0.0000,0.0000,True,True
13.6278,0.0000,1.8988,-17.9394,0.03048,1.0000,0.0000,0.0000,True,True
13.6488,0.0000,1.8994,-17.9678,0.02838,1.0000,0.0000,0.0000,True,True
13.6695,0.0000,1.8998,-17.9922,0.02445,1.0000,0.0000,0.0000,True,True
13.6907,0.0000,1.8998,-17.9922,0.00000,1.0000,0.0000,0.0000,True,True
13.7106,0.0000,1.8999,-17.9952,0.00301,1.0000,0.0000,0.0000,True,True
13.7325,0.0000,1.9000,-18.0020,0.00676,1.0000,0.0000,0.0000,True,True
13.7525,0.0000,1.9000,-18.0114,0.00943,1.0000,0.0000,0.0000,True,True
13.7740,0.0000,1.9000,-18.0248,0.01341,1.0000,0.0000,0.0000,True,True
13.7942,0.0000,1.9000,-18.0405,0.01570,1.0000,0.0000,0.0000,True,True
13.8157,0.0000,1.9000,-18.0606,0.02007,1.0000,0.0000,0.0000,True,True
13.8359,0.0000,1.9000,-18.0827,0.02212,1.0000,0.0000,0.0000,True,True
13.8574,0.0000,1.9000,-18.1096,0.02688,1.0000,0.0000,0.0000,True,True
13.8794,0.0000,1.9000,-18.1396,0.03000,1.0000,0.0000,0.0000,True,True
13.8991,0.0000,1.9000,-18.1716,0.03200,1.0000,0.0000,0.0000,True,True
13.9194,0.0000,1.9000,-18.2061,0.03454,1.0000,0.0000,0.0000,True,True
13.9412,0.0000,1.9000,-18.2475,0.04133,1.0000,0.0000,0.0000,True,True
13.9623,0.0000,1.9000,-18.2902,0.04271,1.0000,0.0000,0.0000,True,True
13.9830,0.0000,1.9000,-18.3360,0.04584,1.0000,0.0000,0.0000,True,True
14.0032,0.0000,1.9000,-18.3834,0.04737,1.0000,0.0000,0.0000,True,True
14.0239,0.0000,1.9000,-18.4350,0.05164,1.0000,0.0000,0.0000,True,True
14.0440,0.0000,1.9000,-18.4883,0.05326,1.0000,0.0000,0.0000,True,True
14.0656,0.0000,1.9000,-18.5491,0.06085,1.0000,0.0000,0.0000,True,True
14.0844,0.0000,1.9000,-18.6044,0.05530,1.0000,0.0000,0.0000,True,True
14.1055,0.0000,1.9000,-18.6673,0.06289,1.0000,0.0000,0.0000,True,True
14.1246,0.0000,1.9000,-18.7322,0.06491,1.0000,0.0000,0.0000,True,True
14.1443,0.0000,1.9000,-18.7993,0.06708,1.0000,0.0000,0.0000,True,True
14.1659,0.0000,1.9000,-18.8754,0.07613,1.0000,0.0000,0.0000,True,True
14.1848,0.0000,1.9000,-18.9463,0.07086,1.0000,0.0000,0.0000,True,True
14.2054,0.0000,1.9000,-19.0234,0.07713,1.0000,0.0000,0.0000,True,True
14.2252,0.0000,1.9000,-19.1056,0.08221,1.0000,0.0000,0.0000,True,True
14.2451,0.0000,1.9000,-19.1876,0.08197,1.0000,0.0000,0.0000,True,True
14.2656,0.0000,1.9000,-19.2766,0.08900,1.0000,0.0000,0.0000,True,True
14.2840,0.0000,1.9000,-19.3587,0.08204,1.0000,0.0000,0.0000,True,True
14.3040,0.0000,1.9000,-19.4509,0.09221,1.0000,0.0000,0.0000,True,True
14.3240,0.0000,1.9000,-19.5450,0.09417,1.0000,0.0000,0.0000,True,True
14.3436,0.0000,1.9000,-19.6415,0.09651,1.0000,0.0000,0.0000,True,True
14.3642,0.0000,1.9000,-19.7415,0.09995,1.0000,0.0000,0.0000,True,True
14.3842,0.0000,1.9000,-19.8486,0.10715,1.0000,0.0000,0.0000,True,True
14.4045,0.0000,1.9000,-19.9573,0.10866,1.0000,0.0000,0.0000,True,True
14.4253,0.0000,1.9000,-20.0687,0.11144,1.0000,0.0000,0.0000,True,True
14.4458,0.0000,1.9000,-20.1817,0.11294,1.0000,0.0000,0.0000,True,True
14.4675,0.0000,1.9000,-20.2981,0.11638,1.0000,0.0000,0.0000,True,True
14.4870,0.0000,1.9000,-20.4040,0.10592,1.0000,0.0000,0.0000,True,True
14.5079,0.0000,1.9000,-20.5164,0.11246,1.0000,0.0000,0.0000,True,True
14.5274,0.0000,1.9000,-20.6223,0.10586,1.0000,0.0000,0.0000,True,True
14.5490,0.0000,1.9000,-20.7387,0.11642,1.0000,0.0000,0.0000,True,True
14.5678,0.0000,1.9000,-20.8404,0.10164,1.0000,0.0000,0.0000,True,True
14.5884,0.0000,1.9000,-20.9490,0.10866,1.0000,0.0000,0.0000,True,True
14.6083,0.0000,1.9000,-21.0586,0.10952,1.0000,0.0000,0.0000,True,True
14.6275,0.0000,1.9000,-21.1625,0.10399,1.0000,0.0000,0.0000,True,True
14.6471,0.0000,1.9000,-21.2671,0.10453,1.0000,0.0000,0.0000,True,True
14.6666,0.0000,1.9000,-21.3732,0.10614,1.0000,0.0000,0.0000,True,True
14.6865,0.0000,1.9000,-21.4801,0.10686,1.0000,0.0000,0.0000,True,True
14.7072,0.0000,1.9000,-21.5930,0.11290,1.0000,0.0000,0.0000,True,True
14.7246,0.0000,1.9000,-21.6870,0.09404,1.0000,0.0000,0.0000,True,True
14.7438,0.0000,1.9000,-21.7905,0.10350,1.0000,0.0000,0.0000,True,True
